Cantico,Canto,Terzetto,Original,Translation
Paradiso,9,1,"Da poi che Carlo tuo, bella Clemenza, m’ebbe chiarito, mi narrò li ‘nganni che ricever dovea la sua semenza;","Dopo che il Carlo tuo, o bella Clemenza , mi ebbe chiarito il dubbio, mi narrò gli inganni, che dovevano subire i suoi figli."
Paradiso,9,4,ma disse: “Taci e lascia muover li anni”; sì ch’io non posso dir se non che pianto giusto verrà di retro ai vostri danni.,"E disse: «Taci, e lascia passare gli anni»; così che io non posso dire se non che un giusto pianto verrà dietro ai vostri danni."
Paradiso,9,7,E già la vita di quel lume santo rivolta s’era al Sol che la riempie come quel ben ch’a ogne cosa è tanto.,"Ormai l’anima di quel santo lume si era rivolta al sole , che la riempie come quel bene, che è sufficiente a saziare ogni desiderio."
Paradiso,9,10,"Ahi anime ingannate e fatture empie, che da sì fatto ben torcete i cuori, drizzando in vanità le vostre tempie!","Ahi, o anime ingannate e creature empie, che da sì fatto bene distogliete i cuori, drizzando i vostri occhi a cose vane!"
Paradiso,9,13,"Ed ecco un altro di quelli splendori ver’ me si fece, e ‘l suo voler piacermi significava nel chiarir di fori.","Ed ecco un altro di quegli splendori si fece verso di me, e la sua volontà di compiacermi si mostrava nell’apparire più luminoso di fuori."
Paradiso,9,16,"Li occhi di Beatrice, ch’eran fermi sovra me, come pria, di caro assenso al mio disio certificato fermi.","Gli occhi di Beatrice, che erano fissati su di me, come prima [d’incontrare Carlo Martello], mi fecero cenno del suo assenso al mio desiderio di parlargli."
Paradiso,9,19,"“Deh, metti al mio voler tosto compenso, beato spirto”, dissi, “e fammi prova ch’i’ possa in te refletter quel ch’io penso!”.","«Deh, ricompensa sùbito la mia volontà, o spirito beato» dissi, «e dammi la prova che io possa riflettere in te quel che io penso !»"
Paradiso,9,22,"Onde la luce che m’era ancor nova, del suo profondo, ond’ella pria cantava, seguette come a cui di ben far giova:","Perciò la luce, che mi era ancora sconosciuta, dal suo profondo, donde prima cantava «Osanna!», parlò di séguito a me, come colui al quale piace fare il bene:"
Paradiso,9,25,"“In quella parte de la terra prava italica che siede tra Rialto e le fontane di Brenta e di Piava,","«In quella parte della malvagia terra italiana, che si stende tra Rialto e le sorgenti del Brenta e del Piave ,"
Paradiso,9,28,"si leva un colle, e non surge molt’alto, là onde scese già una facella che fece a la contrada un grande assalto.","si alza un colle – e non sorge molto alto –, dal quale già discese una fiaccola di guerra , che fece gravi danni alla contrada."
Paradiso,9,31,"D’una radice nacqui e io ed ella: Cunizza fui chiamata, e qui refulgo perché mi vinse il lume d’esta stella;","Dagli stessi genitori nacqui io e quella fiaccola: Cunizza fui chiamata e qui [su Venere] risplendo, perché mi vinse la luce di questa stella."
Paradiso,9,34,"ma lietamente a me medesma indulgo la cagion di mia sorte, e non mi noia; che parria forse forte al vostro vulgo.","Ma lietamente perdono a me stessa la causa della mia sorte , che non mi dà noia, anche se ciò apparirebbe difficile da capire per i comuni mortali."
Paradiso,9,37,"Di questa luculenta e cara gioia del nostro cielo che più m’è propinqua, grande fama rimase; e pria che moia,","Di questo lucente e prezioso gioiello del nostro cielo, che più mi è vicino , rimase grande fama sulla terra; e, prima che tale fama muoia,"
Paradiso,9,40,"questo centesimo anno ancor s’incinqua: vedi se far si dee l’omo eccellente, sì ch’altra vita la prima relinqua.","questo centesimo anno passerà ancora cinque volte . Considera perciò se l’uomo si deve fare eccellente, così che la prima vita lasci dietro di sé un’altra vita ."
Paradiso,9,43,"E ciò non pensa la turba presente che Tagliamento e Adice richiude, né per esser battuta ancor si pente;","E a ciò non pensa la popolazione attuale, che il Tagliamento e l’Adige racchiudono, né ancora si pente per essere stata colpita da sciagure."
Paradiso,9,46,"ma tosto fia che Padova al palude cangerà l’acqua che Vincenza bagna, per essere al dover le genti crude;","Ma presto succederà che Padova [con il suo sangue] arrosserà l’acqua della palude che bagna Vicenza, perché le sue genti sono restìe al dovere ."
Paradiso,9,49,"e dove Sile e Cagnan s’accompagna, tal signoreggia e va con la testa alta, che già per lui carpir si fa la ragna.","E a Treviso, dove il Sile ed il Cagnano si uniscono, signoreggia e va con la testa alta un tale , e già si stende la rete per prenderlo [e ucciderlo]."
Paradiso,9,52,"Piangerà Feltro ancora la difalta de l’empio suo pastor, che sarà sconcia sì, che per simil non s’entrò in malta.","Feltre piangerà ancora la colpa del suo empio pastore , che sarà tanto sconcia, che nessuno per una colpa simile entrò in prigione."
Paradiso,9,55,"Troppo sarebbe larga la bigoncia che ricevesse il sangue ferrarese, e stanco chi ‘l pesasse a oncia a oncia,","Sarebbe troppo larga la bigoncia, che ricevesse il sangue dei fuorusciti ferraresi e si stancherebbe troppo chi lo volesse pesare ad oncia ad oncia,"
Paradiso,9,58,che donerà questo prete cortese per mostrarsi di parte; e cotai doni conformi fieno al viver del paese.,che questo prete donerà cortesemente per mostrarsi di parte guelfa. E tali doni saranno conformi ai costumi del paese.
Paradiso,9,61,"Sù sono specchi, voi dicete Troni, onde refulge a noi Dio giudicante; sì che questi parlar ne paion buoni”.","Lassù vi sono specchi – voi li chiamate Troni – , dai quali rifulge su di noi Dio giudice, così che queste mie parole appaiono buone»."
Paradiso,9,64,"Qui si tacette; e fecemi sembiante che fosse ad altro volta, per la rota in che si mise com’era davante.","Qui tacque, e mi mostrò di essersi rivolta ad altro, poiché tornò alla danza circolare come prima [di venire a parlarmi]."
Paradiso,9,67,"L’altra letizia, che m’era già nota per cara cosa, mi si fece in vista qual fin balasso in che lo sol percuota.","L’altra [anima] splendente di letizia, che mi era già nota per cosa preziosa, mi si fece agli occhi come un puro balàscio , colpito dal sole."
Paradiso,9,70,"Per letiziar là sù fulgor s’acquista, sì come riso qui; ma giù s’abbuia l’ombra di fuor, come la mente è trista.","Lassù [in cielo] si acquista fulgore se si diventa più lieti, così come si acquista sorriso qui [sulla terra]; ma giù [nell’inferno] l’ombra si oscura di fuori, quando la memoria è trista."
Paradiso,9,73,"“Dio vede tutto, e tuo veder s’inluia”, diss’io, “beato spirto, sì che nulla voglia di sé a te puot’esser fuia.","«Dio vede tutto, e la tua vista si sprofonda in lui» io dissi, «o beato spirito, così che nessun desiderio può essere ladro di sé a te ."
Paradiso,9,76,"Dunque la voce tua, che ‘l ciel trastulla sempre col canto di quei fuochi pii che di sei ali facen la coculla,","Dunque la tua voce, che trastulla sempre il cielo con il canto di quei fuochi pii , che hanno la veste fatta di sei ali,"
Paradiso,9,79,"perché non satisface a’ miei disii? Già non attendere’ io tua dimanda, s’io m’intuassi, come tu t’inmii”.","perché non soddisfa i miei desideri? Io non attenderei ormai la tua domanda, se io penetrassi nei tuoi pensieri, come tu penetri nei miei.»"
Paradiso,9,82,"“La maggior valle in che l’acqua si spanda”, incominciaro allor le sue parole, “fuor di quel mar che la terra inghirlanda,","«La valle più grande , in cui si versa l’acqua» incominciarono allora le sue parole «uscente fuori di quel mare, che circonda la terra ,"
Paradiso,9,85,"tra ‘ discordanti liti contra ‘l sole tanto sen va, che fa meridiano là dove l’orizzonte pria far suole.","tra gli opposti lidi [dell’Europa e dell’Africa] tanto si estende contro il corso del sole , che fa suo meridiano dove prima soleva fare orizzonte."
Paradiso,9,88,"Di quella valle fu’ io litorano tra Ebro e Macra, che per cammin corto parte lo Genovese dal Toscano.","Di quella valle io fui rivierasco tra l’Ebro e la Magra, che per un breve tratto divide il territorio genovese dal toscano."
Paradiso,9,91,"Ad un occaso quasi e ad un orto Buggea siede e la terra ond’io fui, che fé del sangue suo già caldo il porto.","Quasi sullo stesso occidente e oriente del sole si trova Bùgia [in Algeria] e la terra dove io nacqui , che con il suo sangue fece caldo il porto."
Paradiso,9,94,"Folco mi disse quella gente a cui fu noto il nome mio; e questo cielo di me s’imprenta, com’io fe’ di lui;","Folco mi disse quella gente, alla quale fu noto il mio nome; e questo cielo di Venere s’impronta di me, come io m’impronto di lui."
Paradiso,9,97,"ché più non arse la figlia di Belo, noiando e a Sicheo e a Creusa, di me, infin che si convenne al pelo;","E non arse più di me la figlia di Belo addolorando sia Sichèo [il defunto marito] sia Creùsa [la moglie di Enea], finché fu conveniente ai miei capelli giovanili;"
Paradiso,9,100,"né quella Rodopea che delusa fu da Demofoonte, né Alcide quando Iole nel core ebbe rinchiusa.","né quella rodopèa , che fu delusa da Demofoonte; né Ercole, quando ebbe racchiusa nel cuore Iole."
Paradiso,9,103,"Non però qui si pente, ma si ride, non de la colpa, ch’a mente non torna, ma del valor ch’ordinò e provide.","Qui perciò non ci si pente, ma si sorride , non della colpa, che non torna alla memoria, ma della virtù divina, che mise ordine e provvide alle nostre inclinazioni."
Paradiso,9,106,"Qui si rimira ne l’arte ch’addorna cotanto affetto, e discernesi ‘l bene per che ‘l mondo di sù quel di giù torna.","Qui si ammira l’arte divina, che adorna tanto grande effetto , e si discerne il bene, per il quale il mondo di su fa muovere quel di giù."
Paradiso,9,109,"Ma perché tutte le tue voglie piene ten porti che son nate in questa spera, proceder ancor oltre mi convene.","Ma, affinché tu porti via appagati tutti i tuoi desideri, che sono nati in questa sfera, mi conviene procedere ancora oltre."
Paradiso,9,112,"Tu vuo’ saper chi è in questa lumera che qui appresso me così scintilla, come raggio di sole in acqua mera.","Tu vuoi sapere chi è in questa luce, che qui vicino a me scintilla come un raggio di sole in acque limpide."
Paradiso,9,115,"Or sappi che là entro si tranquilla Raab; e a nostr’ordine congiunta, di lei nel sommo grado si sigilla.","Sappi che là dentro gode una pace beata Raab; e, essendo congiunta al nostro coro, questi s’impronta in sommo grado dello splendore di lei."
Paradiso,9,118,"Da questo cielo, in cui l’ombra s’appunta che ‘l vostro mondo face, pria ch’altr’alma del triunfo di Cristo fu assunta.","Da questo cielo [di Venere], su cui termina il cono d’ombra che il vostro mondo proietta, fu assunta prima di ogni altra anima [che fece parte] del trionfo di Cristo."
Paradiso,9,121,"Ben si convenne lei lasciar per palma in alcun cielo de l’alta vittoria che s’acquistò con l’una e l’altra palma,","Fu ben giusto lasciar lei in qualche cielo, come segno della grande vittoria che fu acquistata con la crocifissione,"
Paradiso,9,124,"perch’ella favorò la prima gloria di Iosuè in su la Terra Santa, che poco tocca al papa la memoria.","perché ella favorì la prima gloriosa impresa di Giosuè in Terra Santa, la quale tocca poco la memoria del papa [Bonifacio VIII]."
Paradiso,9,127,"La tua città, che di colui è pianta che pria volse le spalle al suo fattore e di cui è la ‘nvidia tanto pianta,","La tua città , che è pianta di colui che per primo volse le spalle al suo creatore e la cui invidia [verso gli uomini] provoca tanti pianti,"
Paradiso,9,130,"produce e spande il maladetto fiore c’ha disviate le pecore e li agni, però che fatto ha lupo del pastore.","produce e spande il fiore maledetto , che ha fatto deviare le pecore e gli agnelli, perché ha fatto del pastore un lupo."
Paradiso,9,133,"Per questo l’Evangelio e i dottor magni son derelitti, e solo ai Decretali si studia, sì che pare a’ lor vivagni.","Per questo fiore il Vangelo e i Padri della Chiesa sono dimenticati e soltanto sulle Decretali si studia, come appare dai loro margini [annotati e consunti]."
Paradiso,9,136,"A questo intende il papa e ‘ cardinali; non vanno i lor pensieri a Nazarette, là dove Gabriello aperse l’ali.","Ad ottenere questo fiore si applicano il papa e i cardinali: i loro pensieri non vanno a Nazareth, dove l’arcangelo Gabriele aprì le ali."
Paradiso,9,139,"Ma Vaticano e l’altre parti elette di Roma che son state cimitero a la milizia che Pietro seguette,","Ma il Vaticano e le altre parti insigni di Roma, che sono state cimitero per la milizia che seguì Pietro,"
Paradiso,9,142,tosto libere fien de l’avoltero”.,saranno presto liberi dall’adulterio.»
Paradiso,11,1,"O insensata cura de’ mortali, quanto son difettivi silogismi quei che ti fanno in basso batter l’ali!","O insensata preoccupazione dei mortali, quanto sono erronei e falsi ragionamenti quelli che in basso ti fanno battere le ali!"
Paradiso,11,4,"Chi dietro a iura, e chi ad amforismi sen giva, e chi seguendo sacerdozio, e chi regnar per forza o per sofismi,","Chi se ne andava dietro al diritto e chi alla medicina, e chi mirando al sacerdozio, e chi a regnare con la forza o con l’inganno,"
Paradiso,11,7,"e chi rubare, e chi civil negozio, chi nel diletto de la carne involto s’affaticava e chi si dava a l’ozio,","e chi a rubare e chi a cariche pubbliche, chi si affaticava avvolto nei piaceri della carne, e chi si dava all’ozio,"
Paradiso,11,10,"quando, da tutte queste cose sciolto, con Beatrice m’era suso in cielo cotanto gloriosamente accolto.","quando io, sciolto da tutte queste cose, ero con Beatrice su in cielo, accolto in tanta gloria."
Paradiso,11,13,"Poi che ciascuno fu tornato ne lo punto del cerchio in che avanti s’era, fermossi, come a candellier candelo.","Dopo che ciascuno [dei dodici spiriti] fu tornato nel punto del cerchio in cui era prima, si fermò come una candela sul candeliere."
Paradiso,11,16,"E io senti’ dentro a quella lumera che pria m’avea parlato, sorridendo incominciar, faccendosi più mera:","Ed io sentii dentro a quella luce , che mi aveva parlato, incominciare sorridendo, facendosi più lucente:"
Paradiso,11,19,"“Così com’io del suo raggio resplendo, sì, riguardando ne la luce etterna, li tuoi pensieri onde cagioni apprendo","«Come io risplendo del suo raggio, così, guardando nella luce eterna , apprendo da dove tu causi i tuoi pensieri."
Paradiso,11,22,"Tu dubbi, e hai voler che si ricerna in sì aperta e ‘n sì distesa lingua lo dicer mio, ch’al tuo sentir si sterna,","Tu sei dubbioso e desideri che il mio discorso sia ripetuto in forma più chiara e così estesa, che si adatti alla tua capacità d’intendere,"
Paradiso,11,25,"ove dinanzi dissi “U’ ben s’impingua”, e là u’ dissi “Non nacque il secondo”; e qui è uopo che ben si distingua.",dove prima dissi “Ove ben s’impingua” e là dove dissi “Non sorse il secondo”. Qui è opportuno che si facciano distinzioni ben chiare.
Paradiso,11,28,"La provedenza, che governa il mondo con quel consiglio nel quale ogne aspetto creato è vinto pria che vada al fondo,","La Provvidenza – che governa il mondo con quella sapienza nel penetrar la quale la vista [di ogni essere] creato è vinta prima che vada nel fondo –,"
Paradiso,11,31,"però che andasse ver’ lo suo diletto la sposa di colui ch’ad alte grida disposò lei col sangue benedetto,","affinché andasse verso il suo amato la sposa di colui che ad alte grida la sposò sulla croce con il suo sangue benedetto,"
Paradiso,11,34,"in sé sicura e anche a lui più fida, due principi ordinò in suo favore, che quinci e quindi le fosser per guida.","sicura in se stessa ed anche più fedele a Lui, fece sorgere in suo aiuto due prìncipi che, standole ai fianchi, le facessero da guida."
Paradiso,11,37,L’un fu tutto serafico in ardore; l’altro per sapienza in terra fue di cherubica luce uno splendore.,Il primo fu tutto ardente di carità serafica; l’altro per la sapienza fu in terra uno splendore di luce cherùbica.
Paradiso,11,40,"De l’un dirò, però che d’amendue si dice l’un pregiando, qual ch’om prende, perch’ad un fine fur l’opere sue.","Parlerò di uno solo, perché si parla di ambedue, lodandone uno, qualunque dei due si prenda, perché allo stesso fine furono indirizzate le loro opere."
Paradiso,11,43,"Intra Tupino e l’acqua che discende del colle eletto dal beato Ubaldo, fertile costa d’alto monte pende,","Tra il fiume Topino e l’acqua , che discende dal colle scelto dal beato Ubaldo Baldassini, digrada una fertile costa da un alto monte ,"
Paradiso,11,46,onde Perugia sente freddo e caldo da Porta Sole; e di rietro le piange per grave giogo Nocera con Gualdo.,a causa del quale Perugia sente il freddo e il caldo da Porta Sole ; e dietro a quella costa piange Nocera con Gualdo Tadino a causa del grande giogo [di monte Subasio] [oppure: dell’oppressione politica sotto Perugia].
Paradiso,11,49,"Di questa costa, là dov’ella frange più sua rattezza, nacque al mondo un sole, come fa questo tal volta di Gange.","Da questa costa, là dove essa rompe di più la ripidezza, nacque al mondo un sole, come questo sole fa talvolta dal Gange."
Paradiso,11,52,"Però chi d’esso loco fa parole, non dica Ascesi, ché direbbe corto, ma Oriente, se proprio dir vuole.","Perciò chi parla di questo luogo non dica Assisi, perché direbbe poco, ma Oriente, se vuole parlare con proprietà."
Paradiso,11,55,"Non era ancor molto lontan da l’orto, ch’el cominciò a far sentir la terra de la sua gran virtute alcun conforto;","Non era ancora molto lontano dalla nascita , quando cominciò a far sentire alla terra qualche benefico influsso della sua virtù."
Paradiso,11,58,"ché per tal donna, giovinetto, in guerra del padre corse, a cui, come a la morte, la porta del piacer nessun diserra;","E, ancor giovane, si scontrò con il padre per quella donna , alla quale, come alla morte, nessuno apre con piacere la porta."
Paradiso,11,61,e dinanzi a la sua spirital corte et coram patre le si fece unito; poscia di dì in dì l’amò più forte.,E davanti alla curia episcopale di Assisi e davanti al padre si unì [in matrimonio] con lei. Poi di giorno in giorno l’amò più forte.
Paradiso,11,64,"Questa, privata del primo marito, millecent’anni e più dispetta e scura fino a costui si stette sanza invito;","Questa, privata del primo marito , fu per millecent’anni e più spregiata e ignorata e fino a costui rimase senza esser richiesta in sposa."
Paradiso,11,67,"né valse udir che la trovò sicura con Amiclate, al suon de la sua voce, colui ch’a tutto ‘l mondo fé paura;","Né valse [a farla amare] udir che la trovò sicura con il pescatore Amiclàte, facendo risuonare la sua voce, colui che fece paura a tutto il mondo."
Paradiso,11,70,"né valse esser costante né feroce, sì che, dove Maria rimase giuso, ella con Cristo pianse in su la croce.","Né valse [a farla amare] l’essersi mostrata perseverante e coraggiosa, così che, quando Maria rimase giù [sotto la croce], ella pianse con Cristo [morto nudo] sulla croce."
Paradiso,11,73,"Ma perch’io non proceda troppo chiuso, Francesco e Povertà per questi amanti prendi oramai nel mio parlar diffuso.","Ma, affinché io non proceda in modo troppo oscuro, per questi amanti intendi ormai Francesco d’Assisi e madonna Povertà in questo lungo discorso."
Paradiso,11,76,"La lor concordia e i lor lieti sembianti, amore e maraviglia e dolce sguardo facieno esser cagion di pensier santi;","La loro concordia e i loro volti lieti facevano che amore, meraviglia e dolci sguardi fossero causa di santi pensieri,"
Paradiso,11,79,"tanto che ‘l venerabile Bernardo si scalzò prima, e dietro a tanta pace corse e, correndo, li parve esser tardo.","tanto che il venerabile Bernardo di Quintavalle si scalzò per primo e corse dietro a tanta pace e, correndo, gli parve di essere lento."
Paradiso,11,82,"Oh ignota ricchezza! oh ben ferace! Scalzasi Egidio, scalzasi Silvestro dietro a lo sposo, sì la sposa piace.","Oh ricchezza ignota [agli uomini]! Oh bene fecondo [di tanti frutti]! Si scalza Egidio, si scalza Silvestro dietro lo sposo , tanto la sposa piace."
Paradiso,11,85,Indi sen va quel padre e quel maestro con la sua donna e con quella famiglia che già legava l’umile capestro.,"Quindi se ne va a Roma quel padre e quel maestro con la sua donna e con quella famiglia, che già cingeva l’umile corda."
Paradiso,11,88,"Né li gravò viltà di cuor le ciglia per esser fi’ di Pietro Bernardone, né per parer dispetto a maraviglia;","Né la viltà di cuore gli fece abbassare le ciglia perché era figlio di Pietro Bernardone, né perché appariva tanto spregevole da suscitare meraviglia;"
Paradiso,11,91,"ma regalmente sua dura intenzione ad Innocenzio aperse, e da lui ebbe primo sigillo a sua religione.","ma regalmente espresse la sua intenzione a papa Innocenzo III, e da lui ebbe la prima approvazione alla sua regola [e al nuovo ordine] religioso."
Paradiso,11,94,"Poi che la gente poverella crebbe dietro a costui, la cui mirabil vita meglio in gloria del ciel si canterebbe,","Poiché la gente povera crebbe dietro a costui, la cui vita mirabile si canterebbe meglio nella gloria del cielo [che sulla terra],"
Paradiso,11,97,di seconda corona redimita fu per Onorio da l’Etterno Spiro la santa voglia d’esto archimandrita.,il santo desiderio di questo pastore fu cinto dallo Spirito Eterno ad opera del papa Onorio III.
Paradiso,11,100,"E poi che, per la sete del martiro, ne la presenza del Soldan superba predicò Cristo e li altri che ‘l seguiro,","E, poiché, per la sete del martirio, alla superba presenza del sultano predicò Cristo e gli altri che lo seguirono,"
Paradiso,11,103,"e per trovare a conversione acerba troppo la gente e per non stare indarno, redissi al frutto de l’italica erba,","e poiché trovava la gente troppo immatura alla conversione e per non stare là [in Egitto] invano, ritornò a raccogliere il frutto dell’erba italiana."
Paradiso,11,106,"nel crudo sasso intra Tevero e Arno da Cristo prese l’ultimo sigillo, che le sue membra due anni portarno.","Sul monte dirupato [della Verna] tra Tevere ed Arno da Cristo prese l’ultimo sigillo , che le sue membra portarono per due anni."
Paradiso,11,109,"Quando a colui ch’a tanto ben sortillo piacque di trarlo suso a la mercede ch’el meritò nel suo farsi pusillo,","Quando a colui , che lo aveva destinato ad operare tanto bene sulla terra, piacque di trarlo su in cielo per dargli la ricompensa , che egli meritò facendosi umile,"
Paradiso,11,112,"a’ frati suoi, sì com’a giuste rede, raccomandò la donna sua più cara, e comandò che l’amassero a fede;","ai suoi frati, come ad eredi legittimi, raccomandò la donna a lui più cara, e comandò che l’amassero con fedeltà."
Paradiso,11,115,"e del suo grembo l’anima preclara mover si volle, tornando al suo regno, e al suo corpo non volle altra bara.","E dal suo grembo l’anima splendente si volle muovere, per tornare al suo regno ; e al suo corpo non volle altra bara [che la Povertà]."
Paradiso,11,118,Pensa oramai qual fu colui che degno collega fu a mantener la barca di Pietro in alto mar per dritto segno;,Pensa ormai quale fu colui che fu degno compagno [di Francesco] nel mantenere la barca di Pietro in alto mare nella giusta direzione.
Paradiso,11,121,"e questo fu il nostro patriarca; per che qual segue lui, com’el comanda, discerner puoi che buone merce carca.","Questi fu il fondatore del nostro ordine. Perciò chi lo segue, come egli comanda, puoi comprendere che carica buona merce [per ottenere la salvezza eterna]."
Paradiso,11,124,"Ma ‘l suo pecuglio di nova vivanda è fatto ghiotto, sì ch’esser non puote che per diversi salti non si spanda;","Ma il suo gregge è divenuto ghiotto di nuove vivande, così che sarà inevitabile che si disperda per pascoli diversi [da quelli indicati da lui]."
Paradiso,11,127,"e quanto le sue pecore remote e vagabunde più da esso vanno, più tornano a l’ovil di latte vòte.","E quanto più le sue pecore vanno lontane e vagabonde da lui, tanto più tornano all’ovile prive di latte ."
Paradiso,11,130,"Ben son di quelle che temono ‘l danno e stringonsi al pastor; ma son sì poche, che le cappe fornisce poco panno.","Ci sono bensì di quelle che temono il danno e che si stringono al pastore, ma sono così poche, che poco panno è sufficiente per fare le loro cappe."
Paradiso,11,133,"Or, se le mie parole non son fioche, se la tua audienza è stata attenta, se ciò ch’è detto a la mente revoche,","Ora, se le mie parole non sono fioche, se il tuo ascolto è stato attento, se richiami alla memoria ciò che ho detto,"
Paradiso,11,136,"in parte fia la tua voglia contenta, perché vedrai la pianta onde si scheggia, e vedra’ il corrègger che argomenta","il tuo desiderio sarà in parte accontentato, perché vedrai dove la pianta domenicana si scheggia e vedrai che cosa significhi la correzione:"
Paradiso,11,139,"«U’ ben s’impingua, se non si vaneggia»”.","“Dove ben ci s’impingua, se non si vaneggia [dietro ai beni temPorali]”»."
Paradiso,12,1,"Sì tosto come l’ultima parola la benedetta fiamma per dir tolse, a rotar cominciò la santa mola;","Non appena la fiamma benedetta prese a dire l’ultima parola, la santa corona [dei beati] riprese la danza circolare."
Paradiso,12,4,"e nel suo giro tutta non si volse prima ch’un’altra di cerchio la chiuse, e moto a moto e canto a canto colse;","E non aveva compiuto un intero giro, che un’altra ghirlanda [di beati] la racchiuse, e accordò movimento a movimento e canto a canto."
Paradiso,12,7,"canto che tanto vince nostre muse, nostre serene in quelle dolci tube, quanto primo splendor quel ch’e’ refuse.","Il canto in quelle dolci trombe vince tanto le nostre muse e le nostre sirene , quanto il primo raggio [supera] il raggio riflesso."
Paradiso,12,10,"Come si volgon per tenera nube due archi paralelli e concolori, quando Iunone a sua ancella iube,","Come due archi concentrici e dagli stessi colori s’incurvano attraverso una nuvola trasparente, quando Giunone comanda alla sua ancella [di scendere sulla terra],"
Paradiso,12,13,"nascendo di quel d’entro quel di fori, a guisa del parlar di quella vaga ch’amor consunse come sol vapori;","e quello esterno nasce da quello interno, a guisa della voce di quella ninfa vagante, che amore consumò come il sole [consuma] i vapori,"
Paradiso,12,16,"e fanno qui la gente esser presaga, per lo patto che Dio con Noè puose, del mondo che già mai più non s’allaga:","e qui [sulla terra] fanno che la gente sia sicura, per il patto che Dio fece con Noè, che mai più il mondo sarà allagato [dal diluvio];"
Paradiso,12,19,"così di quelle sempiterne rose volgiensi circa noi le due ghirlande, e sì l’estrema a l’intima rispuose.","così le due ghirlande di quelle rose eterne giravano intorno a noi, e così la ghirlanda esterna corrispose a quella interna."
Paradiso,12,22,"Poi che ‘l tripudio e l’altra festa grande, sì del cantare e sì del fiammeggiarsi luce con luce gaudiose e blande,","Dopo che la danza e l’altra grande espressione [di beatitudine] sia del cantare [all’unisono] sia del mandarsi bagliori a vicenda con gaudio e con affetto,"
Paradiso,12,25,"insieme a punto e a voler quetarsi, pur come li occhi ch’al piacer che i move conviene insieme chiudere e levarsi;","si fermarono insieme nello stesso momento e con volontà concorde – proprio come gli occhi che insieme devono chiudersi e aprirsi davanti al piacere che li fa muovere –,"
Paradiso,12,28,"del cor de l’una de le luci nove si mosse voce, che l’ago a la stella parer mi fece in volgermi al suo dove;","dal cuore di una delle nuove luci uscì una voce , la quale mi fece apparire come l’ago [della bussola, che si volge] alla stella polare, nel farmi volgere verso di lei."
Paradiso,12,31,e cominciò: “L’amor che mi fa bella mi tragge a ragionar de l’altro duca per cui del mio sì ben ci si favella.,"E cominciò: «L’amore che mi fa bella mi spinge a ragionare dell’altra guida , per la quale qui si parla bene della mia."
Paradiso,12,34,"Degno è che, dov’è l’un, l’altro s’induca: sì che, com’elli ad una militaro, così la gloria loro insieme luca.","È giusto che, dove è l’uno, s’introduca l’altro, in modo che, come essi combatterono insieme [per la Chiesa], così la loro gloria risplenda insieme."
Paradiso,12,37,"L’essercito di Cristo, che sì caro costò a riarmar, dietro a la ‘nsegna si movea tardo, sospeccioso e raro,","L’esercito di Cristo, che un così caro prezzo costò riarmare [contro il peccato], si muoveva lento, dubbioso e ridotto di numero dietro l’insegna [della croce],"
Paradiso,12,40,"quando lo ‘mperador che sempre regna provide a la milizia, ch’era in forse, per sola grazia, non per esser degna;","quando l’imperatore che sempre regna venne in soccorso alla milizia, che era vacillante, per sola sua grazia, non perché ne fosse degna."
Paradiso,12,43,"e, come è detto, a sua sposa soccorse con due campioni, al cui fare, al cui dire lo popol disviato si raccorse.","E, come s’è detto, soccorse la sposa con due campioni, al cui esempio e alla cui predicazione il popolo smarrito si ravvide."
Paradiso,12,46,"In quella parte ove surge ad aprire Zefiro dolce le novelle fronde di che si vede Europa rivestire,","In quella parte [della Spagna], dove il dolce Zefiro sorge ad aprire le novelle fronde delle quali si vede l’Europa rivestire,"
Paradiso,12,49,"non molto lungi al percuoter de l’onde dietro a le quali, per la lunga foga, lo sol talvolta ad ogne uom si nasconde,","non molto lontano dalla riva percossa dalle onde, dietro le quali, per il lungo suo corso, il sole talvolta si nasconde ad ogni uomo,"
Paradiso,12,52,siede la fortunata Calaroga sotto la protezion del grande scudo in che soggiace il leone e soggioga:,"sorge la fortunata città di Calaruega sotto la protezione del grande scudo [dei re di Castiglia], nel quale un leone giace sotto [un castello] ed [un altro leone] sta sopra [un altro castello]."
Paradiso,12,55,"dentro vi nacque l’amoroso drudo de la fede cristiana, il santo atleta benigno a’ suoi e a’ nemici crudo;","Dentro vi nacque l’appassionato amante della fede cristiana, il santo atleta benigno con i suoi ed implacabile con i nemici."
Paradiso,12,58,"e come fu creata, fu repleta sì la sua mente di viva vertute, che, ne la madre, lei fece profeta.","E, non appena fu creata, la sua anima fu così ripiena di potente virtù, che, ancora in grembo, diede alla madre capacità profetiche."
Paradiso,12,61,"Poi che le sponsalizie fuor compiute al sacro fonte intra lui e la Fede, u’ si dotar di mutua salute,","Dopo che furono fatte le nozze tra lui e la Fede al sacro fonte [battesimale], dove si diedero come dote la reciproca salvezza,"
Paradiso,12,64,"la donna che per lui l’assenso diede, vide nel sonno il mirabile frutto ch’uscir dovea di lui e de le rede;","la donna, che diede il consenso per lui , vide in sogno il mirabile frutto che doveva uscire da lui e dai suoi eredi ."
